"7.252096909516879, 5.744710004030547"
"7.472721152461109, 5.573366430444865"
"7.603244241600074, 5.47658990407681"
"7.6937053608975825, 5.404735795726728"
"7.751432638005075, 5.354690520104351"
"7.780413130272329, 5.311292213310147"
"7.8545166728756906, 5.133206246974362"
"7.9065146721593, 4.99891056290331"
"7.958753047460378, 4.89437781793006"
"7.987338678112644, 4.807224603798733"
"8.028457644807453, 4.724546636779181"
"8.110447933976952, 4.599235838584386"
"8.19439710297266, 4.467475317684205"
"8.270042497258677, 4.326807745838856"
"8.3661080506897, 4.17491602136775"
"8.444897813242132, 4.015145507227082"
"8.429537043310509, 3.885060022705911"
"8.413622856857108, 3.7427392722427406"
"8.39712485955312, 3.5863110091872095"
"8.39014323767186, 3.4051728597842192"
"8.378352025180627, 3.222497725876927"
"8.296668500009234, 3.2577307776722044"
"8.225491027714776, 3.283545811178545"
"8.144461269598102, 3.3182826307482323"
"8.053885405008055, 3.361616933427875"
"7.983560887277174, 3.3868504480000183"
"8.005210822262216, 3.4361103241180473"
"8.007090458570703, 3.4997279824600724"
"8.018406316974179, 3.552351452694893"
"8.029437898369178, 3.6026456364970407"
"8.030924079974602, 3.658125152747324"
"8.017863134718727, 3.66735587004786"
"8.023294065549209, 3.67465803792026"
"8.023294065549212, 3.6746580379202314"
"8.019491319569259, 3.6765301590246757"
"8.015696713839246, 3.678397640001265"
"8.025482869364545, 3.663572555458771"
"8.01676884734553, 3.6375505326463333"
"8.017310725666507, 3.6297339499739323"
"8.027210768975209, 3.6142717279687737"
"8.037200945067, 3.5985933279727185"
"7.846745454768664, 3.603092630190961"
"7.670491295677184, 3.6130983866559028"
"7.495759261580127, 3.6119370859098083"
"7.320700912666133, 3.616283983814771"
"7.15861117836357, 3.6131619698094397"
"6.764707948588128, 3.6155154468627693"
"6.391382025075812, 3.617848345588982"
"6.037143015375265, 3.6201609342911176"
"5.689138274220561, 3.6224534766415495"
"5.346362327890998, 3.6372983460095263"
"4.851131944522836, 3.6585691687645863"
"4.36507359717045, 3.6797444155121646"
"3.8703910177041756, 3.700824523816685"
"3.3565123244846955, 3.721809979014747"
"2.790842164025916, 3.730515455992851"
"2.4869206765839422, 3.834995589228761"
"2.1638335755139977, 3.9357462869773343"
"1.8217384593194623, 4.033006241699958"
"1.4631961133335878, 4.127027497967244"
"1.1042846357644436, 4.223700427123205"
"1.1404106406473815, 4.2509560726115545"
"1.176734518047887, 4.278081379362881"
"1.2230344805589226, 4.300590328658323"
"1.2597214608137577, 4.327491584219059"
"1.3063477845092635, 4.349822179166967"
"1.857694465239323, 4.296909645147462"
"2.3665275272672552, 4.240112673792826"
"2.813355025520373, 4.188290171874577"
"3.2197024029257157, 4.132495860464118"
"3.581759779243214, 4.081608130295368"
"4.424495286674623, 3.9996267945850192"
"5.258764513683673, 3.930815334166052"
"6.174401848904957, 3.8528081885425323"
"7.217630821420056, 3.759511515294495"
"8.419864950844426, 3.6684458081762337"
"8.407911953320632, 3.6696080569423657"
"8.399963592673851, 3.656452907255634"
"8.382272871991576, 3.6502774794479294"
"8.364297512827916, 3.656752388950135"
"8.34054992676705, 3.6559490094442744"
"7.904593605492888, 3.680450440228391"
"7.495923596925454, 3.7041782286784155"
"7.112947170660369, 3.727168241356768"
"6.741687777195591, 3.7612944128571435"
"6.398790736589917, 3.789274648569208"
"6.157537986194464, 3.7544604367099907"
"5.920460581569915, 3.718749806570923"
"5.687203541765231, 3.682107896282357"
"5.467918429815024, 3.6319656598411036"
"5.241067150139615, 3.5782521864019365"
"5.242651785479088, 3.5107647084112585"
"5.24995693232516, 3.4460689073309076"
"5.251657060512611, 3.372605387743903"
"5.253389749737531, 3.2957970641879584"
"5.260323250474721, 3.2244554303723163"
"5.283961036189962, 3.2618070206317995"
"5.30156450732923, 3.2922268093382243"
