a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,-0.2,0,-0.3,0,-0.4,0,-0.5,0,-0.6,0,-0.7,0,-0.8000001,0,-0.9000001,0,-1,0,-1.1,0,-1.2,0,-1.3,0,-1.4,0,-1.5,0,-1.6,0,-1.7,0,-1.8,0,-1.9,0,-2,0,-2.1,0,-2.2,0,-2.3,0,-2.4,0,-2.5,0,-2.6,0,-2.7,0,-2.799999,0,-2.899999,0,-2.999999,0,-3.099999,0,-3.199999,0,-3.299999,0,-3.399999,0,-3.499999,0,-3.599999,0,-3.699999,0,-3.799999,0,-3.899998,0,-3.999998,0,-4.099998,0,-4.199998,0,-4.199998,0,-4.099998,0,-3.999999,0,-3.899999,0,-3.799999,0,-3.699999,0,-3.599999,0,-3.499999,0,-3.399999,0,-3.299999,0,-3.199999,0,-3.099999,0,-3,0,-2.9,0,-2.8,0,-2.7,0,-2.6,0,-2.5,0,-2.4,0,-2.3,0,-2.2,0,-2.1,0,-2,0,-1.9,0,-1.8,0,-1.7,0,-1.6,0,-1.5,0,-1.4,0,-1.3,0,-1.2,0,-1.1,0,-1,0
b,0.09999987,0,0.09999987,0,0.09999987,0,0.09999987,0,0.09999987,0,0.09999987,0,0.09999987,0,0.09999987,0,0.09999987,0,0.09999987,0,0.09999987,0,0.09999987,0.1,0.09999987,0.2,0.09999987,0.3,0.09999987,0.4,0.09999987,0.5,0.09999987,0.6,0.09999987,0.7,0.09999987,0.8000001,0.09999987,0.9000001,0.09999987,1,0.09999987,1.1,0.09999987,1.2,0.09999987,1.3,0.09999987,1.4,0.09999987,1.5,0.09999987,1.6,0.09999987,1.7,0.09999987,1.8,0.09999987,1.9,0.09999987,2,0.09999987,2.1,0.09999987,2.2,0.09999987,2.3,0.09999987,2.4,0.09999987,2.5,0.09999987,2.6,0.09999987,2.7,0.09999987,2.799999,0.09999987,2.899999,0.09999987,2.999999,0.09999987,3.099999,0.09999987,3.199999,0.09999987,3.299999,0.09999987,3.399999,0.09999987,3.499999,0.09999987,3.599999,0.09999987,3.699999,0.09999987,3.799999,0.09999987,3.899998,0.09999987,3.999998,0.09999987,4.099998,0.09999987,3.999999,0.09999987,3.899999,0.09999987,3.799999,0.09999987,3.699999,0.09999987,3.599999,0.09999987,3.499999,0.09999987,3.399999,0.09999987,3.299999,0.09999987,3.199999,0.09999987,3.099999,0.09999987,3,0.09999987,2.9,0.09999987,2.8,0.09999987,2.7,0.09999987,2.6,0.09999987,2.5,0.09999987,2.4,0.09999987,2.3,0.09999987,2.2,0.09999987,2.1,0.09999987,2,0.09999987,1.9,0.09999987,1.8,0.09999987,1.7,0.09999987,1.6,0.09999987,1.5,0.09999987,1.4,0.09999987,1.3,0.09999987,1.2,0.09999987,1.1,0.09999987,1
c,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.09999987,1.341105E-07,0.1999999,1.341105E-07,0.2999999,1.341105E-07,0.3999999,1.341105E-07,0.4999999,1.341105E-07,0.5999998,1.341105E-07,0.6999999,1.341105E-07,0.7999999,1.341105E-07,0.8999999,1.341105E-07,0.9999999,1.341105E-07,1.1,1.341105E-07,1.2,1.341105E-07,1.3,1.341105E-07,1.4,1.341105E-07,1.5,1.341105E-07,1.6,1.341105E-07,1.7,1.341105E-07,1.8,1.341105E-07,1.9,1.341105E-07,2,1.341105E-07,2.1,1.341105E-07,2.2,1.341105E-07,2.3,1.341105E-07,2.4,1.341105E-07,2.5,1.341105E-07,2.599999,1.341105E-07,2.699999,1.341105E-07,2.799999,1.341105E-07,2.899999,1.341105E-07,2.999999,1.341105E-07,3.099999,1.341105E-07,3.199999,1.341105E-07,3.299999,1.341105E-07,3.399999,1.341105E-07,3.499999,1.341105E-07,3.599998,1.341105E-07,3.699998,1.341105E-07,3.799998,1.341105E-07,3.899998,1.341105E-07,3.999998,1.341105E-07,3.999998,1.341105E-07,3.999998,1.341105E-07,3.899998,1.341105E-07,3.799998,1.341105E-07,3.699998,1.341105E-07,3.599998,1.341105E-07,3.499999,1.341105E-07,3.399999,1.341105E-07,3.299999,1.341105E-07,3.199999,1.341105E-07,3.099999,1.341105E-07,2.999999,1.341105E-07,2.899999,1.341105E-07,2.799999,1.341105E-07,2.699999,1.341105E-07,2.599999,1.341105E-07,2.5,1.341105E-07,2.4,1.341105E-07,2.3,1.341105E-07,2.2,1.341105E-07,2.1,1.341105E-07,2,1.341105E-07,1.9,1.341105E-07,1.8,1.341105E-07,1.7,1.341105E-07,1.6,1.341105E-07,1.5,1.341105E-07,1.4,1.341105E-07,1.3,1.341105E-07,1.2,1.341105E-07,1.1,1.341105E-07,0.9999996,1.341105E-07
